id_epreuve,epreuve,epreuve_genre,epreuve_type,est_epreuve_individuelle,est_epreuve_olympique,est_epreuve_ete,est_epreuve_handi,epreuve_sens_resultat,id_discipline_administrative,discipline_administrative,id_specialite,specialite
6498,Individuel - Femmes,Femmes,Individuel,1,1,1,0,1,97,Pentathlon moderne,161,Pentathlon moderne
6500,Classique Par équipes - Femmes,Femmes,Equipe,0,1,1,0,1,368,Tir à l'arc sur cibles,221,Arc classique
6501,Individuel - Femmes,Femmes,Individuel,1,1,1,0,1,368,Tir à l'arc sur cibles,221,Arc classique
6503,Individuel Fleuret - Femmes,Femmes,Individuel,1,1,1,0,0,34,Fleuret,67,Fleuret
6504,Par équipes Fleuret - Femmes,Femmes,Equipe,0,1,1,0,1,34,Fleuret,67,Fleuret
6507,Épreuves combinées (B+D+V) - Femmes,Femmes,Individuel,1,0,1,0,0,72,Escalade,134,Combiné
6508,BMX Race - Femmes,Femmes,Individuel,1,1,1,0,0,25,BMX race,46,BMX race
6511,Volley-Ball Equipe F,Femmes,Equipe,0,1,1,0,0,150,Volley-ball,241,Volley ball
6512,Beach-Volley Equipe F,Femmes,Double,0,1,1,0,1,151,Volley-ball de plage (beach volley),242,Beach volley
6516,Basket 3x3 Equipe F,Femmes,Equipe,0,1,1,0,0,288,Basketball 3x3,30,Basketball 3x3
6517,Basket 5x5 Equipe F,Femmes,Equipe,0,1,1,0,0,358,Basketball 5x5,31,Basketball 5x5
6518,Quatre de couple - Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6521,Deux de couple - Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6522,Deux sans barreur - Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6523,Quatre sans barreur - Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6524,Double - Mixte,Mixte,Double,0,1,1,0,1,131,Tennis de table,208,Tennis de table
6525,Relais 4 x 400m - Femmes,Femmes,Equipe,0,1,1,0,0,251,Athlétisme disciplines olympiques,16,Relais
6527,100m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,18,Sprint
6528,400m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,18,Sprint
6529,400m Haies - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,12,Haies
6536,Huit avec barreur - Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6540,Concours général - Femmes,Femmes,Individuel,1,1,1,0,1,310,Gymnastique artistique féminine,83,Gymnastique artistique féminine
6541,Sol - Femmes,Femmes,Individuel,1,1,1,0,1,310,Gymnastique artistique féminine,83,Gymnastique artistique féminine
6542,GAF Par équipes - Femmes,Femmes,Equipe,0,1,1,0,1,310,Gymnastique artistique féminine,83,Gymnastique artistique féminine
6543,Keirin - Femmes,Femmes,Individuel,1,1,1,0,0,22,Piste,48,Sprint
6544,Sprint individuel - Femmes,Femmes,Individuel,1,1,1,0,0,22,Piste,48,Sprint
6547,Individuel Sabre - Femmes,Femmes,Individuel,1,1,1,0,0,35,Sabre,68,Sabre
6548,Par équipes Sabre - Femmes,Femmes,Equipe,0,1,1,0,0,35,Sabre,68,Sabre
6549,Relais par équipes - Mixte,Mixte,Equipe,0,1,1,0,0,142,Triathlon,225,Formats olympiques
6550,Par équipes - Femmes,Femmes,Equipe,0,0,1,0,0,12,Softball,29,Softball
6551,Perche - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,17,Sauts
6556,1500m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,9,Demi-fond
6558,Distance Olympique - Femmes,Femmes,Individuel,1,1,1,0,0,142,Triathlon,225,Formats olympiques
6560,Relais 4 x 100m Nage libre - Femmes,Femmes,Equipe,0,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6561,200m Nage libre - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6562,200m Dos - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6563,400m Nage libre - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6566,100m Dos - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6567,Relais 4 x 200m Nage libre - Femmes,Femmes,Equipe,0,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6573,Deux de couple - Poids léger Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6574,Relais 4 x 100m 4 nages - Mixte,Mixte,Equipe,0,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6577,K4 500m - Femmes,Femmes,Equipe,0,1,1,0,0,397,Kayak,403,Course en ligne
6580,K1 500m - Femmes,Femmes,Individuel,1,1,1,0,0,397,Kayak,403,Course en ligne
6581,K2 500m - Femmes,Femmes,Double,0,1,1,0,0,397,Kayak,403,Course en ligne
6582,K1 200m - Femmes,Femmes,Individuel,1,0,1,0,0,397,Kayak,403,Course en ligne
6584,K1 - Femmes,Femmes,Individuel,1,1,1,0,0,397,Kayak,406,Slalom
6586,800m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,9,Demi-fond
6587,RS:X - Women,Femmes,Individuel,1,0,1,0,0,372,Planche à voile (windsurf),373,Windsurf
6589,3000m Steeplechase - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,9,Demi-fond
6590,100m Haies - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,12,Haies
6591,Triple saut - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,17,Sauts
6593,10m Carabine à air comprimé - Femmes,Femmes,Individuel,1,1,1,0,1,136,Carabine,210,10 mètres
6596,50m Carabine 3 positions - Femmes,Femmes,Individuel,1,1,1,0,1,136,Carabine,211,50 mètres
6600,400m 4 nages (individuel) - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6601,200m 4 nages (individuel) - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6602,200m Brasse - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6603,1500m Nage libre - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6604,200m Papillon - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6607,10km - Femmes,Femmes,Individuel,1,1,1,0,0,83,Eau libre,148,Eau libre
6611,200m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,18,Sprint
6612,Relais 4 x 100m - Femmes,Femmes,Equipe,0,1,1,0,0,251,Athlétisme disciplines olympiques,16,Relais
6615,Longueur - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,17,Sauts
6616,10000m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,11,Fond
6617,Marathon - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,14,Marathon
6618,5000m - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,11,Fond
6620,Skiff - Femmes,Femmes,Equipe,0,1,1,0,0,8,Aviron,25,Aviron
6628,Saut - Femmes,Femmes,Individuel,1,1,1,0,1,310,Gymnastique artistique féminine,83,Gymnastique artistique féminine
6629,Par équipes - Mixte,Mixte,Equipe,0,1,1,0,0,68,Judo,112,Judo
6631,Trap - Femmes,Femmes,Individuel,1,1,1,0,1,275,Plateau,218,Fosse olympique
6634,Slopestyle - Femmes,Femmes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
6635,100m Nage libre - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6637,50m Nage libre - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6638,Relais 4 x 100m 4 nages - Femmes,Femmes,Equipe,0,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6643,3m Tremplin - Femmes,Femmes,Individuel,1,1,1,0,1,84,Plongeon,151,Plongeon
6644,3m Tremplin Synchro - Femmes,Femmes,Equipe,0,1,1,0,1,84,Plongeon,151,Plongeon
6645,10m Plateforme - Femmes,Femmes,Individuel,1,1,1,0,1,84,Plongeon,151,Plongeon
6646,Singles - Femmes,Femmes,Individuel,1,1,0,0,1,120,Patinage artistique,326,Patinage artistique
6647,Par équipes - Mixte,Mixte,Equipe,0,1,0,0,1,120,Patinage artistique,326,Patinage artistique
6648,Golf Individuel - Femmes,Femmes,Individuel,1,1,1,0,0,38,Golf,81,Golf
6651,Snowboard Cross - Femmes,Femmes,Individuel,1,1,0,0,0,111,Surf des neiges,260,Snowboard
6652,ILCA 6 - Femmes,Femmes,Individuel,1,1,1,0,0,144,Dériveur,232,Solitaire
6655,Javelot - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,13,Lancers
6657,470 - Femmes,Femmes,Double,0,0,1,0,0,144,Dériveur,231,Haute performance
6660,800m Nage libre - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6675,Individuel CSO - Open,Open,Double,0,1,1,0,0,30,Saut d'obstacles,354,Saut d'obstacles
6676,Par équipes CSO - Open,Open,Equipe,0,1,1,0,0,30,Saut d'obstacles,354,Saut d'obstacles
6683,Individuel CCE - Open,Open,Double,0,1,1,0,0,28,Concours complet,350,Concours complet
6684,Par équipes CCE - Open,Open,Equipe,0,1,1,0,0,28,Concours complet,350,Concours complet
6688,100m Papillon - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6691,Omnium - Femmes,Femmes,Individuel,1,1,1,0,0,22,Piste,47,Endurance
6694,Poursuite Par équipes - Femmes,Femmes,Equipe,0,1,1,0,0,22,Piste,47,Endurance
6695,Madison - Femmes,Femmes,Equipe,0,1,1,0,1,22,Piste,47,Endurance
6696,Cross Country - Femmes,Femmes,Individuel,1,1,1,0,0,256,VTT,54,Cross-country
6700,Par équipes Dressage - Open,Open,Equipe,0,1,1,0,1,29,Dressage,352,Dressage
6704,Disque - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,13,Lancers
6752,Skeet - Femmes,Femmes,Individuel,1,1,1,0,1,275,Plateau,219,Skeet olympique
6756,C1 - Femmes,Femmes,Individuel,1,1,1,0,0,398,Canoë,42,Slalom
6763,Marteau - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,13,Lancers
6767,C2 500m - Femmes,Femmes,Double,0,1,1,0,0,398,Canoë,41,Course en ligne (sprint)
6773,Trampoline Individuel - Femmes,Femmes,Individuel,1,1,1,0,1,42,Trampoline,88,Trampoline
6776,C1 200m - Femmes,Femmes,Individuel,1,1,1,0,0,398,Canoë,41,Course en ligne (sprint)
6788,Football Equipe F,Femmes,Equipe,0,1,1,0,0,36,Football,77,Football
6790,Slalom géant - Femmes,Femmes,Individuel,1,1,0,0,0,107,Ski alpin,257,Ski alpin
6795,Individuel Dressage - Open,Open,Double,0,1,1,0,1,29,Dressage,352,Dressage
6801,Ski Cross - Femmes,Femmes,Individuel,1,1,0,0,0,110,Ski freestyle,259,Ski freestyle
6803,Sprint 7.5km - Femmes,Femmes,Individuel,1,1,0,0,0,109,Biathlon,246,Biathlon
6804,Poursuite 10km - Femmes,Femmes,Individuel,1,1,0,0,0,109,Biathlon,246,Biathlon
6809,Individuel 15km - Femmes,Femmes,Individuel,1,1,0,0,0,109,Biathlon,246,Biathlon
6813,Descente - Femmes,Femmes,Individuel,1,1,0,0,0,107,Ski alpin,257,Ski alpin
6814,Super G - Femmes,Femmes,Individuel,1,1,0,0,0,107,Ski alpin,257,Ski alpin
6835,Water-Polo Equipe F,Femmes,Equipe,0,1,1,0,0,85,Water polo,152,Water polo
6842,Hauteur - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,17,Sauts
6843,Poids - Femmes,Femmes,Individuel,1,1,1,0,1,251,Athlétisme disciplines olympiques,13,Lancers
6859,100m Brasse - Femmes,Femmes,Individuel,1,1,1,0,0,355,Natation course,150,Natation course bassin de 50m
6868,20km Marche - Femmes,Femmes,Individuel,1,1,1,0,0,251,Athlétisme disciplines olympiques,15,Marche athlétique
6907,Relais 4 x 400m - Mixte,Mixte,Equipe,0,1,1,0,0,251,Athlétisme disciplines olympiques,16,Relais
6911,Shortboard - Femmes,Femmes,Individuel,1,1,1,0,1,127,Surf,200,Shortboard
6945,Individual Kata - Femmes,Femmes,Individuel,1,0,1,0,0,391,Kata,377,Kata
6948,Bosses - Femmes,Femmes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
6951,Big Air - Femmes,Femmes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
6953,3000m Relais - Femmes,Femmes,Equipe,0,1,0,0,0,400,Patinage de vitesse sur glace courte piste,288,Short track
6955,500m - Femmes,Femmes,Individuel,1,1,0,0,0,400,Patinage de vitesse sur glace courte piste,288,Short track
6956,1000m - Femmes,Femmes,Individuel,1,1,0,0,0,400,Patinage de vitesse sur glace courte piste,288,Short track
6957,1500m - Femmes,Femmes,Individuel,1,1,0,0,0,400,Patinage de vitesse sur glace courte piste,288,Short track
6965,BMX Freestyle - Femmes,Femmes,Individuel,1,1,1,0,1,286,BMX freestyle,45,Park
6971,3000m - Femmes,Femmes,Individuel,1,1,0,0,0,401,Patinage de vitesse sur glace grande piste,289,Longue piste
6972,Individuel - Femmes,Femmes,Individuel,1,1,0,0,0,153,Skeleton,328,Skeleton
6973,Single - Femmes,Femmes,Individuel,1,1,0,0,0,119,Luge,325,Luge
6980,Skate Street - Femmes,Femmes,Individuel,1,1,1,0,1,246,Skateboard,171,Street
6981,Skate Park - Femmes,Femmes,Individuel,1,1,1,0,1,246,Skateboard,170,Park
26316,76kg - Femmes,Femmes,Individuel,1,1,1,0,0,262,Lutte,128,Lutte féminine
26317,57kg - Femmes,Femmes,Individuel,1,1,1,0,0,262,Lutte,128,Lutte féminine
26318,87kg GR - Hommes,Hommes,Individuel,1,1,1,0,0,262,Lutte,129,Lutte gréco-romaine
26322,49kg - Femmes - JO,Femmes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
26325,67kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26328,+109kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26431,77kg GR- Hommes,Hommes,Individuel,1,1,1,0,0,262,Lutte,129,Lutte gréco-romaine
26436,60kg GR - Hommes,Hommes,Individuel,1,1,1,0,0,262,Lutte,129,Lutte gréco-romaine
26456,109kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26461,96kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26474,81kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26475,55kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26489,61kg - Hommes - JO,Hommes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
26490,73kg - Hommes - JO,Hommes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
26491,+87kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26496,81kg - Femmes - JO,Femmes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
26497,87kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
26546,2-Man Competition - Femmes,Femmes,Equipe,0,1,0,0,0,117,Bobsleigh,322,Bobsleigh
27549,+61kg Kumite - Femmes,Femmes,Individuel,1,0,1,0,0,392,Kumité,378,Kumité
27551,+75kg Kumite - Hommes,Hommes,Individuel,1,0,1,0,0,392,Kumité,378,Kumité
27663,10m Plateforme Synchro - Femmes,Femmes,Equipe,0,1,1,0,1,84,Plongeon,151,Plongeon
27754,Classique Par équipes - Mixte,Mixte,Equipe,0,1,1,0,1,368,Tir à l'arc sur cibles,221,Arc classique
27758,Par équipes - Femmes,Femmes,Equipe,0,1,0,0,0,118,Curling,323,Curling
27803,Monobob - Femmes,Femmes,Individuel,1,1,0,0,0,117,Bobsleigh,322,Bobsleigh
27810,1500m - Femmes,Femmes,Individuel,1,1,0,0,0,401,Patinage de vitesse sur glace grande piste,289,Longue piste
27814,1000m - Femmes,Femmes,Individuel,1,1,0,0,0,401,Patinage de vitesse sur glace grande piste,289,Longue piste
27820,5000m - Femmes,Femmes,Individuel,1,1,0,0,0,401,Patinage de vitesse sur glace grande piste,289,Longue piste
27824,Mass Start 16 Laps - Femmes,Femmes,Individuel,1,1,0,0,1,401,Patinage de vitesse sur glace grande piste,289,Longue piste
27828,500m - Femmes,Femmes,Individuel,1,1,0,0,0,401,Patinage de vitesse sur glace grande piste,289,Longue piste
27839,Double - Open,Open,Double,0,0,0,0,0,119,Luge,325,Luge
97643,10m Pistolet à air comprimé - Par équipes (Mixte) - Mixte,Mixte,Equipe,0,1,1,0,1,137,Pistolet,216,10 mètres
809041,Trap - Par équipes (Mixte) - Mixte,Mixte,Equipe,0,0,1,0,1,275,Plateau,218,Fosse olympique
809042,10m Carabine à air comprimé - Par équipes (Mixte) - Mixte,Mixte,Equipe,0,1,1,0,1,136,Carabine,210,10 mètres
889202,Par équipes - Hommes,Hommes,Equipe,0,1,0,0,0,187,Hockey sur glace,251,Hockey sur glace
889247,+105kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889248,53kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889278,Individuel - Tremplin Normal - Hommes,Hommes,Individuel,1,1,0,0,1,106,Saut à ski,256,Saut à ski
889302,2 x 7.5km Skiathlon - Femmes,Femmes,Individuel,1,1,0,0,0,108,Ski de fond,258,Ski de fond
889307,Halfpipe - Hommes,Hommes,Individuel,1,1,0,0,1,111,Surf des neiges,260,Snowboard
889325,K2 500m - Hommes,Hommes,Double,0,1,1,0,0,397,Kayak,403,Course en ligne
889373,Light Welterweight - Hommes,Hommes,Individuel,1,0,1,0,0,360,Boxe anglaise,37,Boxe anglaise
889379,Lightweight Four - Hommes,Hommes,Equipe,0,0,1,0,0,8,Aviron,25,Aviron
889391,48kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889395,+75kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889398,Double Trap - Hommes,Hommes,Individuel,1,0,1,0,1,275,Plateau,218,Fosse olympique
889415,Grand Tremplin Par équipes / 4 x 5km - Hommes,Hommes,Equipe,0,1,0,0,1,105,Combine nordique,255,Combine nordique
889416,Gundersen Tremplin Normal / 10km - Hommes,Hommes,Individuel,1,1,0,0,0,105,Combine nordique,255,Combine nordique
889427,Slalom géant parallèle - Hommes,Hommes,Individuel,1,1,0,0,0,111,Surf des neiges,260,Snowboard
889500,Poids mi-mouche - Hommes (49kg),Hommes,Individuel,1,0,1,0,0,360,Boxe anglaise,37,Boxe anglaise
889501,"Poids super-coq - Hommes (53,5kg)",Hommes,Individuel,1,0,1,0,0,360,Boxe anglaise,37,Boxe anglaise
889512,69kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889517,63kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889519,62kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889521,56kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889522,85kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889530,50m Carabine couchée - Hommes,Hommes,Individuel,1,0,1,0,1,136,Carabine,211,50 mètres
889555,Par équipes - Grand Tremplin - Hommes,Hommes,Equipe,0,1,0,0,1,106,Saut à ski,256,Saut à ski
889576,Big Air - Hommes,Hommes,Individuel,1,1,0,0,1,111,Surf des neiges,260,Snowboard
889641,58kg - Femmes,Femmes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889643,77kg - Hommes,Hommes,Individuel,1,0,1,0,1,45,Haltérophilie,89,Total Olympique
889648,50m Pistolet - Hommes,Hommes,Individuel,1,0,1,0,1,137,Pistolet,215,50 mètres
889674,Individuel - Grand Tremplin - Hommes,Hommes,Individuel,1,1,0,0,1,106,Saut à ski,256,Saut à ski
889704,C1 200m - Hommes,Hommes,Individuel,1,0,1,0,0,398,Canoë,41,Course en ligne (sprint)
889705,C2 500m - Hommes,Hommes,Double,0,1,1,0,0,398,Canoë,41,Course en ligne (sprint)
889710,K2 200m - Hommes,Hommes,Double,0,0,1,0,0,397,Kayak,403,Course en ligne
889758,K4 1000m - Hommes,Hommes,Equipe,0,0,1,0,0,397,Kayak,403,Course en ligne
889760,C2 - Hommes,Hommes,Double,0,0,1,0,0,398,Canoë,42,Slalom
889797,Sprint Style libre - Hommes,Hommes,Individuel,1,0,0,0,0,108,Ski de fond,258,Ski de fond
889798,Gundersen Grand Tremplin / 10km - Hommes,Hommes,Individuel,1,1,0,0,1,105,Combine nordique,255,Combine nordique
889818,Slopestyle - Hommes,Hommes,Individuel,1,1,0,0,1,111,Surf des neiges,260,Snowboard
889841,Slopestyle - Hommes,Hommes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
889864,58kg - Femmes,Femmes,Individuel,1,0,1,0,0,262,Lutte,128,Lutte féminine
889865,69kg W (2014-2018) OG - Femmes,Femmes,Individuel,1,0,1,0,0,262,Lutte,128,Lutte féminine
889866,59kg - Hommes,Hommes,Individuel,1,0,1,0,0,262,Lutte,129,Lutte gréco-romaine
889867,75kg - Hommes,Hommes,Individuel,1,0,1,0,0,262,Lutte,129,Lutte gréco-romaine
889868,85kg (2014-2018) OG - Hommes,Hommes,Individuel,1,0,1,0,0,262,Lutte,129,Lutte gréco-romaine
889869,98kg - Hommes,Hommes,Individuel,1,0,1,0,0,262,Lutte,129,Lutte gréco-romaine
889877,75kg - Femmes,Femmes,Individuel,1,0,1,0,0,262,Lutte,128,Lutte féminine
892536,Big Air - Hommes,Hommes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
892541,48kg W (2014-2018) OG - Femmes,Femmes,Individuel,1,0,1,0,0,262,Lutte,128,Lutte féminine
892542,63kg W (2014-2018) OG - Femmes,Femmes,Individuel,1,0,1,0,0,262,Lutte,128,Lutte féminine
892543,66kg (2014-2018) OG - Hommes,Hommes,Individuel,1,0,1,0,0,262,Lutte,129,Lutte gréco-romaine
892601,Vitesse - Hommes,Hommes,Individuel,1,1,1,0,0,72,Escalade,136,Vitesse
892681,CSLX - Hommes,Hommes,Individuel,1,1,1,0,0,397,Kayak,406,Slalom
892781,89kg - Hommes - JO,Hommes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
892786,102kg - Hommes - JO,Hommes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
892800,71kg - Femmes - JO,Femmes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
893138,10km Style classique - Femmes,Femmes,Individuel,1,0,0,0,0,108,Ski de fond,258,Ski de fond
893162,Kitefoil - Femmes OLY,Femmes,Individuel,1,1,1,0,0,371,Kiteboard,234,Kiteboard à foil
893193,CSLX - Femmes,Femmes,Individuel,1,1,1,0,0,397,Kayak,406,Slalom
893487,Par équipes Sprint Style libre - Femmes,Femmes,Equipe,0,1,0,0,0,108,Ski de fond,258,Ski de fond
893624,Slalom - Femmes,Femmes,Individuel,1,1,0,0,0,107,Ski alpin,257,Ski alpin
893630,Snowboard Cross Par équipes - Mixte,Mixte,Equipe,0,1,0,0,0,111,Surf des neiges,260,Snowboard
893833,Relais 4 x 6km - Mixte,Mixte,Equipe,0,1,0,0,0,109,Biathlon,246,Biathlon
894167,Relais 4 x 5km - Femmes,Femmes,Equipe,0,1,0,0,0,108,Ski de fond,258,Ski de fond
894187,Halfpipe - Femmes,Femmes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
894199,Sprint Style libre - Femmes,Femmes,Individuel,1,0,0,0,0,108,Ski de fond,258,Ski de fond
894266,30km Style classique - Femmes,Femmes,Individuel,1,1,0,0,0,108,Ski de fond,258,Ski de fond
894530,Par équipes - Tremplin Normal - Mixte,Mixte,Equipe,0,1,0,0,1,106,Saut à ski,256,Saut à ski
894553,Big Air - Femmes,Femmes,Individuel,1,1,0,0,1,111,Surf des neiges,260,Snowboard
894622,Individuel - Tremplin Normal - Femmes,Femmes,Individuel,1,1,0,0,1,106,Saut à ski,256,Saut à ski
894646,Halfpipe - Femmes,Femmes,Individuel,1,1,0,0,1,111,Surf des neiges,260,Snowboard
894738,Slopestyle - Femmes,Femmes,Individuel,1,1,0,0,1,111,Surf des neiges,260,Snowboard
894987,Saut acrobatique - Femmes,Femmes,Individuel,1,1,0,0,1,110,Ski freestyle,259,Ski freestyle
895209,4-Man Competition - Open,Open,Equipe,0,0,0,0,0,117,Bobsleigh,262,Bobsleigh
895493,Slalom géant parallèle - Femmes,Femmes,Individuel,1,1,0,0,0,111,Surf des neiges,260,Snowboard
895537,Combiné alpin - Femmes,Femmes,Individuel,1,1,0,0,0,107,Ski alpin,257,Ski alpin
895628,10km Style libre - Femmes,Femmes,Individuel,1,1,0,0,0,108,Ski de fond,258,Ski de fond
895658,470 - Mixte,Mixte,Double,0,1,1,0,0,144,Dériveur,230,Double mixte
895662,Vitesse - Femmes,Femmes,Individuel,1,1,1,0,0,72,Escalade,136,Vitesse
895665,30km Style libre - Femmes,Femmes,Individuel,1,0,0,0,0,108,Ski de fond,258,Ski de fond
896013,Kitefoil - Hommes OLY,Hommes,Individuel,1,1,1,0,0,371,Kiteboard,234,Kiteboard à foil
896099,Par équipes - Femmes,Femmes,Equipe,0,1,0,0,0,187,Hockey sur glace,251,Hockey sur glace
896340,Sprint Style classique Par équipes - Femmes,Femmes,Equipe,0,0,0,0,0,108,Ski de fond,258,Ski de fond
896366,Sprint Style classique - Femmes,Femmes,Individuel,1,1,0,0,0,108,Ski de fond,258,Ski de fond
896598,2000m Relais - Mixte,Mixte,Equipe,0,1,0,0,0,400,Patinage de vitesse sur glace courte piste,288,Short track
896729,+102kg - Hommes - JO,Hommes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
896736,+81kg - Femmes - JO,Femmes,Individuel,1,1,1,0,1,45,Haltérophilie,89,Total Olympique
896810,Skeet - Par équipes (Mixte) - Mixte,Mixte,Equipe,0,1,1,0,1,275,Plateau,219,Skeet olympique
896986,iQFOiL - Femmes,Femmes,Individuel,1,1,1,0,0,372,Planche à voile (windsurf),237,Windsurf foil
896987,iQFOiL - Hommes,Hommes,Individuel,1,1,1,0,0,372,Planche à voile (windsurf),237,Windsurf foil
897256,Sprint Par équipes - Femmes,Femmes,Equipe,0,1,1,0,0,22,Piste,48,Sprint
897325,Épreuves combinées (B+D) - Hommes,Hommes,Individuel,1,1,1,0,1,72,Escalade,134,Combiné
897326,Épreuves combinées (B+D) - Femmes,Femmes,Individuel,1,1,1,0,1,72,Escalade,134,Combiné
897328,Par équipes - Open,Open,Equipe,0,1,1,0,1,82,Natation artistique,149,Natation artistique
